id,name,Target_Disorder,Indication,Side_Effects,Substitutes,Chemical Class,Therapeutic Class,Action Class,Habit Forming
22861,algicant 25mg tablet,Anxiety,Treatment of Anxiety; Treatment of Skin conditions with inflammation & itching,"Constipation, Nausea, Sedation, Upset stomach, Vomiting","Hyzox 25 Tablet, Hizet 25mg Tablet, Hydil 25mg Tablet, Zyzine 25mg Tablet, Hizone 25mg Tablet",Piperazine Derivative,RESPIRATORY,H1 Antihistaminics (First Generation),No
3984,alinol 0.25mg/20mg tablet,Anxiety, Anxiety disorder,"Cold extremities, Confusion, Drowsiness, Memory impairment, Nightmares, Slow heart rate, Tiredness, Uncoordinated body movements","Alltop P 0.25mg/20mg Tablet, Cardilax 0.25mg/20mg Tablet, Beloc Plus 0.25mg/20mg Tablet, Proprazolam 0.25 mg/20 mg Tablet, Zepro 0.25mg/20mg Tablet",,NEURO CNS,,Yes
1257,alinol 10 tablet,Anxiety, Anxiety disorder,"Cold extremities, Confusion, Drowsiness, Memory impairment, Nightmares, Slow heart rate, Tiredness, Uncoordinated body movements","Anzal Plus -H 0.25mg/10mg Tablet, Azox P 0.25mg/10mg Tablet, Tensyn AZ M 0.25 mg/10 mg Tablet, Biozolam Plus 0.25 mg/10 mg Tablet, Zepro 0.25mg/10mg Tablet",,NEURO CNS,,Yes
23469,allerskin 25mg tablet,Anxiety,Treatment of Anxiety; Treatment of Skin conditions with inflammation & itching,"Constipation, Nausea, Sedation, Upset stomach, Vomiting","Hydrocas 25mg Tablet, Hyzox 25 Tablet, Hizet 25mg Tablet, Hydil 25mg Tablet, Zyzine 25mg Tablet",Piperazine Derivative,RESPIRATORY,H1 Antihistaminics (First Generation),No
20798,allert 0.25mg tablet,Anxiety,Treatment of Anxiety; Treatment of Panic disorder,"Drowsiness, Lightheadedness","Alltop 0.25mg Tablet, Alprasafe 0.25mg Tablet, Nindra 0.25mg Tablet, Alora 0.25mg Tablet, Exal 0.25mg Tablet",Benzodiazepines Derivative,NEURO CNS,Benzodiazepines,Yes
20998,allert 0.5mg tablet,Anxiety,Treatment of Anxiety; Treatment of Panic disorder,"Drowsiness, Lightheadedness","Alprasafe 0.5mg Tablet, Alparazole 0.5mg Tablet, Alprazol 0.5mg Tablet, Texidep 0.5mg Tablet, Zolipax 0.5mg Tablet",Benzodiazepines Derivative,NEURO CNS,Benzodiazepines,Yes
19652,allert p 0.25mg/20mg tablet,Anxiety, Anxiety disorder,"Cold extremities, Confusion, Drowsiness, Memory impairment, Nightmares, Slow heart rate, Tiredness, Uncoordinated body movements","Alltop P 0.25mg/20mg Tablet, Cardilax 0.25mg/20mg Tablet, Beloc Plus 0.25mg/20mg Tablet, Proprazolam 0.25 mg/20 mg Tablet, Zepro 0.25mg/20mg Tablet",,NEURO CNS,,Yes
2185,alltop 0.25mg tablet,Anxiety,Treatment of Anxiety; Treatment of Panic disorder,"Drowsiness, Lightheadedness","Alprasafe 0.25mg Tablet, Nindra 0.25mg Tablet, Alora 0.25mg Tablet, Exal 0.25mg Tablet, Alp 0.25mg Tablet",Benzodiazepines Derivative,NEURO CNS,Benzodiazepines,Yes
4777,alltop p 0.25mg/20mg tablet,Anxiety, Anxiety disorder,"Cold extremities, Confusion, Drowsiness, Memory impairment, Nightmares, Slow heart rate, Tiredness, Uncoordinated body movements","Cardilax 0.25mg/20mg Tablet, Beloc Plus 0.25mg/20mg Tablet, Proprazolam 0.25 mg/20 mg Tablet, Zepro 0.25mg/20mg Tablet, Tizax 0.25 mg/20 mg Tablet",,NEURO CNS,,Yes
4008,almac 0.25mg tablet dt,Anxiety,Treatment of Anxiety disorder; Treatment of Epilepsy/Seizures,"Depression, Dizziness, Drowsiness, Fatigue, Impaired coordination, Memory impairment","Clonabris 0.25 Tablet DT, Klocalm 0.25 Tablet DT, Clozep 0.25mg Tablet DT, Clone MD 0.25 Tablet, Zicam 0.25mg Tablet DT",Benzodiazepines Derivative,NEURO CNS,Benzodiazepines,Yes
4316,almac 0.5mg tablet dt,Anxiety,Treatment of Anxiety disorder; Treatment of Epilepsy/Seizures,"Depression, Dizziness, Drowsiness, Fatigue, Impaired coordination, Memory impairment","Zeptril 0.5mg Tablet DT, Clonsyc 0.5 DT Tablet, Zolpidox 0.5 Tablet DT, Zpm 0.5 Tablet DT, Zicam 0.5 Tablet DT",Benzodiazepines Derivative,NEURO CNS,Benzodiazepines,Yes
3863,almax 0.25mg tablet,Anxiety,Treatment of Anxiety; Treatment of Panic disorder,"Drowsiness, Lightheadedness","Alltop 0.25mg Tablet, Alprasafe 0.25mg Tablet, Nindra 0.25mg Tablet, Alora 0.25mg Tablet, Exal 0.25mg Tablet",Benzodiazepines Derivative,NEURO CNS,Benzodiazepines,Yes
13519,almax 0.50mg tablet,Anxiety,Treatment of Anxiety; Treatment of Panic disorder,"Drowsiness, Lightheadedness","P Zolam 0.50mg Tablet, Endep 0.50mg Tablet, B Kalm 0.50mg Tablet, Zopral 0.50mg Tablet, Aryalam 0.50mg Tablet",Benzodiazepines Derivative,NEURO CNS,Benzodiazepines,Yes
6097,almazine 1mg tablet,Anxiety,Treatment of Short term anxiety; Treatment of Anxiety disorder,"Balance disorder (loss of balance), Dizziness, Sedation, Weakness","Lzepam 1mg Tablet, Lopam 1mg Tablet, Lorel 1mg Tablet, Larpose 1mg Tablet, Texina 1mg Tablet",Benzodiazepines Derivative,RESPIRATORY,Benzodiazepines,Yes
3270,almazine 2.5mg tablet,Anxiety,Treatment of Short term anxiety; Treatment of Anxiety disorder,"Balance disorder (loss of balance), Dizziness, Sedation, Weakness","Luzon 2.5 Tablet, Flylor 2.5mg Tablet",Benzodiazepines Derivative,RESPIRATORY,Benzodiazepines,Yes
4827,almazine 2mg tablet,Anxiety,Treatment of Short term anxiety; Treatment of Anxiety disorder,"Balance disorder (loss of balance), Dizziness, Fatigue, Sleepiness","Zepnap 2mg Tablet, Lorel 2mg Tablet, Texina 2mg Tablet, Larpose 2mg Tablet, Zelor 2mg Tablet",Benzodiazepines Derivative,RESPIRATORY,Benzodiazepines,Yes
22222,almee 0.5mg tablet,Anxiety,Treatment of Anxiety; Treatment of Panic disorder,"Drowsiness, Lightheadedness","Alprasafe 0.5mg Tablet, Alparazole 0.5mg Tablet, Alprazol 0.5mg Tablet, Texidep 0.5mg Tablet, Zolipax 0.5mg Tablet",Benzodiazepines Derivative,NEURO CNS,Benzodiazepines,Yes
23444,almee 1mg tablet,Anxiety,Treatment of Anxiety; Treatment of Panic disorder,"Drowsiness, Lightheadedness","Alzam 1mg Tablet, Pralam 1mg Tablet, Anzilum 1mg Tablet, Pizolam 1mg Tablet, Alpose 1mg Tablet",Benzodiazepines Derivative,NEURO CNS,Benzodiazepines,Yes
23468,alopam 0.25mg tablet,Anxiety,Treatment of Anxiety disorder; Treatment of Epilepsy/Seizures,"Depression, Dizziness, Drowsiness, Fatigue, Impaired coordination, Memory impairment","Clozet   0.25mg Tablet, Clozakin 0.25mg Tablet, Clogis 0.25mg Tablet, Zapiz 0.25 Tablet, Clonax 0.25mg Tablet",Benzodiazepines Derivative,NEURO CNS,Benzodiazepines,Yes
12583,alopam 0.5mg tablet,Anxiety,Treatment of Anxiety disorder; Treatment of Epilepsy/Seizures,"Depression, Dizziness, Drowsiness, Fatigue, Impaired coordination, Memory impairment","Clonapax 0.5mg Tablet, Clomid 0.50 Tablet, Clozakin 0.5mg Tablet, Ozepam 0.5mg Tablet, Restovis 0.5mg Tablet",Benzodiazepines Derivative,NEURO CNS,Benzodiazepines,Yes
27152,alopam 1mg tablet,Anxiety,Treatment of Anxiety disorder; Treatment of Epilepsy/Seizures,"Depression, Dizziness, Drowsiness, Fatigue, Impaired coordination, Memory impairment","Lozep 1mg Tablet, Clovas 1mg Tablet, Q Zepam 1mg Tablet, Epcon 1mg Tablet, Klon 1mg Tablet",Benzodiazepines Derivative,NEURO CNS,Benzodiazepines,Yes
5664,alopram 0.5mg/10mg tablet,Anxiety,Treatment of Anxiety disorder,"Anorgasmia (decreased orgasm), Confusion, Delayed ejaculation, Diarrhea, Drowsiness, Low sexual desire, Memory impairment, Nausea, Tiredness, Uncoordinated body movements, Vomiting","Joycom Plus 0.5 mg/10 mg Tablet, Essita Plus Tablet, Galop Plus 10 Tablet, Censpram Plus Tablet, Feliz S Plus Tablet",,NEURO CNS,,Yes
2196,alora 0.25mg tablet,Anxiety,Treatment of Anxiety; Treatment of Panic disorder,"Drowsiness, Lightheadedness","Alltop 0.25mg Tablet, Alprasafe 0.25mg Tablet, Nindra 0.25mg Tablet, Exal 0.25mg Tablet, Alp 0.25mg Tablet",Benzodiazepines Derivative,NEURO CNS,Benzodiazepines,Yes
3046,alora 0.5mg tablet,Anxiety,Treatment of Anxiety; Treatment of Panic disorder,"Drowsiness, Lightheadedness","Alprasafe 0.5mg Tablet, Alparazole 0.5mg Tablet, Alprazol 0.5mg Tablet, Texidep 0.5mg Tablet, Zolipax 0.5mg Tablet",Benzodiazepines Derivative,NEURO CNS,Benzodiazepines,Yes
7095,alora 0.5mg tablet sr,Anxiety,Treatment of Anxiety; Treatment of Panic disorder,"Drowsiness, Lightheadedness","Hipose 0.5mg Tablet SR, Texidep 0.5mg Tablet SR, Zomark 0.5mg Tablet SR, Acoprax 0.5mg Tablet SR, Zolipax 0.5mg Tablet SR",Benzodiazepines Derivative,NEURO CNS,Benzodiazepines,Yes
23473,alora 1.5mg tablet sr,Anxiety,Treatment of Anxiety; Treatment of Panic disorder,"Drowsiness, Lightheadedness","Nulam 1.5mg Tablet SR, Apal SR 1.5mg Tablet, Zolipax 1.5mg Tablet SR, Zolam 1.5mg Tablet SR, Pacyl 1.5mg Tablet SR",Benzodiazepines Derivative,NEURO CNS,Benzodiazepines,Yes
13301,aloxy 10 tablet,Anxiety,Treatment of Anxiety; Treatment of Skin conditions with inflammation & itching,"Constipation, Nausea, Sedation, Upset stomach, Vomiting","Evall 10mg Tablet, Hydil 10mg Tablet, Stoprax 10mg Tablet, Hynorax 10mg Tablet, Hydrobal 10 Tablet",Piperazine Derivative,RESPIRATORY,H1 Antihistaminics (First Generation),No
6295,aloxy tablet,Anxiety,Treatment of Anxiety; Treatment of Skin conditions with inflammation & itching,"Constipation, Nausea, Sedation, Upset stomach, Vomiting","Hydrocas 25mg Tablet, Hyzox 25 Tablet, Hizet 25mg Tablet, Hydil 25mg Tablet, Zyzine 25mg Tablet",Piperazine Derivative,RESPIRATORY,H1 Antihistaminics (First Generation),No
2417,alp 0.25mg tablet,Anxiety,Treatment of Anxiety; Treatment of Panic disorder,"Drowsiness, Lightheadedness","Alltop 0.25mg Tablet, Alprasafe 0.25mg Tablet, Nindra 0.25mg Tablet, Alora 0.25mg Tablet, Exal 0.25mg Tablet",Benzodiazepines Derivative,NEURO CNS,Benzodiazepines,Yes
2588,alp 0.5mg tablet,Anxiety,Treatment of Anxiety; Treatment of Panic disorder,"Drowsiness, Lightheadedness","Alprasafe 0.5mg Tablet, Alparazole 0.5mg Tablet, Alprazol 0.5mg Tablet, Texidep 0.5mg Tablet, Zolipax 0.5mg Tablet",Benzodiazepines Derivative,NEURO CNS,Benzodiazepines,Yes
8694,alp 0.5mg tablet sr,Anxiety,Treatment of Anxiety; Treatment of Panic disorder,"Drowsiness, Lightheadedness","Hipose 0.5mg Tablet SR, Texidep 0.5mg Tablet SR, Zomark 0.5mg Tablet SR, Acoprax 0.5mg Tablet SR, Zolipax 0.5mg Tablet SR",Benzodiazepines Derivative,NEURO CNS,Benzodiazepines,Yes
12789,alp 1mg tablet sr,Anxiety,Treatment of Anxiety; Treatment of Panic disorder,"Drowsiness, Lightheadedness","Ansilumirm 1mg Tablet SR, Anxit 1mg Tablet SR, Alpramax 1mg Tablet SR, Zolipax 1mg Tablet SR, Zolam 1mg Tablet SR",Benzodiazepines Derivative,NEURO CNS,Benzodiazepines,Yes
6385,alp plus tablet,Anxiety, Anxiety disorder,"Cold extremities, Confusion, Drowsiness, Memory impairment, Nightmares, Slow heart rate, Tiredness, Uncoordinated body movements","Alltop P 0.25mg/20mg Tablet, Cardilax 0.25mg/20mg Tablet, Beloc Plus 0.25mg/20mg Tablet, Proprazolam 0.25 mg/20 mg Tablet, Zepro 0.25mg/20mg Tablet",,NEURO CNS,,Yes
12529,alp x 0.5mg tablet,Anxiety,Treatment of Anxiety; Treatment of Panic disorder,"Drowsiness, Lightheadedness","Alprasafe 0.5mg Tablet, Alparazole 0.5mg Tablet, Alprazol 0.5mg Tablet, Texidep 0.5mg Tablet, Zolipax 0.5mg Tablet",Benzodiazepines Derivative,NEURO CNS,Benzodiazepines,Yes
16480,alpa 0.25mg tablet,Anxiety,Treatment of Anxiety; Treatment of Panic disorder,"Drowsiness, Lightheadedness","Alltop 0.25mg Tablet, Alprasafe 0.25mg Tablet, Nindra 0.25mg Tablet, Alora 0.25mg Tablet, Exal 0.25mg Tablet",Benzodiazepines Derivative,NEURO CNS,Benzodiazepines,Yes
6528,alpa 0.5mg tablet,Anxiety,Treatment of Anxiety; Treatment of Panic disorder,"Drowsiness, Lightheadedness","Alprasafe 0.5mg Tablet, Alparazole 0.5mg Tablet, Alprazol 0.5mg Tablet, Texidep 0.5mg Tablet, Zolipax 0.5mg Tablet",Benzodiazepines Derivative,NEURO CNS,Benzodiazepines,Yes
16790,alpam 0.5mg tablet,Anxiety,Treatment of Anxiety; Treatment of Panic disorder,"Drowsiness, Lightheadedness","Alprasafe 0.5mg Tablet, Alparazole 0.5mg Tablet, Alprazol 0.5mg Tablet, Texidep 0.5mg Tablet, Zolipax 0.5mg Tablet",Benzodiazepines Derivative,NEURO CNS,Benzodiazepines,Yes
3858,alpanol 0.25 mg/20 mg tablet,Anxiety, Anxiety disorder,"Cold extremities, Confusion, Drowsiness, Memory impairment, Nightmares, Slow heart rate, Tiredness, Uncoordinated body movements","Alltop P 0.25mg/20mg Tablet, Cardilax 0.25mg/20mg Tablet, Beloc Plus 0.25mg/20mg Tablet, Proprazolam 0.25 mg/20 mg Tablet, Zepro 0.25mg/20mg Tablet",,NEURO CNS,,Yes
1992,alparazole 0.5mg tablet,Anxiety,Treatment of Anxiety; Treatment of Panic disorder,"Drowsiness, Lightheadedness","Alprasafe 0.5mg Tablet, Alprazol 0.5mg Tablet, Texidep 0.5mg Tablet, Zolipax 0.5mg Tablet, Lam 0.5mg Tablet",Benzodiazepines Derivative,NEURO CNS,Benzodiazepines,Yes
8392,alpaz 0.25mg tablet,Anxiety,Treatment of Anxiety; Treatment of Panic disorder,"Drowsiness, Lightheadedness","Alltop 0.25mg Tablet, Alprasafe 0.25mg Tablet, Nindra 0.25mg Tablet, Alora 0.25mg Tablet, Exal 0.25mg Tablet",Benzodiazepines Derivative,NEURO CNS,Benzodiazepines,Yes
3177,alpaz 0.5mg tablet,Anxiety,Treatment of Anxiety; Treatment of Panic disorder,"Drowsiness, Lightheadedness","Alprasafe 0.5mg Tablet, Alparazole 0.5mg Tablet, Alprazol 0.5mg Tablet, Texidep 0.5mg Tablet, Zolipax 0.5mg Tablet",Benzodiazepines Derivative,NEURO CNS,Benzodiazepines,Yes
15495,alpkair 0.25mg tablet,Anxiety,Treatment of Anxiety; Treatment of Panic disorder,"Drowsiness, Lightheadedness","Alltop 0.25mg Tablet, Alprasafe 0.25mg Tablet, Nindra 0.25mg Tablet, Alora 0.25mg Tablet, Exal 0.25mg Tablet",Benzodiazepines Derivative,NEURO CNS,Benzodiazepines,Yes
28350,alpkair 0.5mg tablet,Anxiety,Treatment of Anxiety; Treatment of Panic disorder,"Drowsiness, Lightheadedness","Alprasafe 0.5mg Tablet, Alparazole 0.5mg Tablet, Alprazol 0.5mg Tablet, Texidep 0.5mg Tablet, Zolipax 0.5mg Tablet",Benzodiazepines Derivative,NEURO CNS,Benzodiazepines,Yes
10706,alpose 0.25mg tablet,Anxiety,Treatment of Anxiety; Treatment of Panic disorder,"Drowsiness, Lightheadedness","Alltop 0.25mg Tablet, Alprasafe 0.25mg Tablet, Nindra 0.25mg Tablet, Alora 0.25mg Tablet, Exal 0.25mg Tablet",Benzodiazepines Derivative,NEURO CNS,Benzodiazepines,Yes
10071,alpose 0.5mg tablet,Anxiety,Treatment of Anxiety; Treatment of Panic disorder,"Drowsiness, Lightheadedness","Alprasafe 0.5mg Tablet, Alparazole 0.5mg Tablet, Alprazol 0.5mg Tablet, Texidep 0.5mg Tablet, Zolipax 0.5mg Tablet",Benzodiazepines Derivative,NEURO CNS,Benzodiazepines,Yes
18260,alpose 1mg tablet,Anxiety,Treatment of Anxiety; Treatment of Panic disorder,"Drowsiness, Lightheadedness","Alzam 1mg Tablet, Pralam 1mg Tablet, Anzilum 1mg Tablet, Pizolam 1mg Tablet, Zoldac 1mg Tablet",Benzodiazepines Derivative,NEURO CNS,Benzodiazepines,Yes
8872,alpra 0.25mg tablet,Anxiety,Treatment of Anxiety; Treatment of Panic disorder,"Drowsiness, Lightheadedness","Alltop 0.25mg Tablet, Alprasafe 0.25mg Tablet, Nindra 0.25mg Tablet, Alora 0.25mg Tablet, Exal 0.25mg Tablet",Benzodiazepines Derivative,NEURO CNS,Benzodiazepines,Yes
3102,alpra 0.5mg tablet,Anxiety,Treatment of Anxiety; Treatment of Panic disorder,"Drowsiness, Lightheadedness","Alprasafe 0.5mg Tablet, Alparazole 0.5mg Tablet, Alprazol 0.5mg Tablet, Texidep 0.5mg Tablet, Zolipax 0.5mg Tablet",Benzodiazepines Derivative,NEURO CNS,Benzodiazepines,Yes
19582,alpra g 0.25mg tablet,Anxiety,Treatment of Anxiety; Treatment of Panic disorder,"Drowsiness, Lightheadedness","Alltop 0.25mg Tablet, Alprasafe 0.25mg Tablet, Nindra 0.25mg Tablet, Alora 0.25mg Tablet, Exal 0.25mg Tablet",Benzodiazepines Derivative,NEURO CNS,Benzodiazepines,Yes
9903,alpra p 0.25mg/20mg tablet,Anxiety, Anxiety disorder,"Cold extremities, Confusion, Drowsiness, Memory impairment, Nightmares, Slow heart rate, Tiredness, Uncoordinated body movements","Alltop P 0.25mg/20mg Tablet, Cardilax 0.25mg/20mg Tablet, Beloc Plus 0.25mg/20mg Tablet, Proprazolam 0.25 mg/20 mg Tablet, Zepro 0.25mg/20mg Tablet",,NEURO CNS,,Yes
19769,alprac 0.25mg tablet,Anxiety,Treatment of Anxiety; Treatment of Panic disorder,"Drowsiness, Lightheadedness","Alltop 0.25mg Tablet, Alprasafe 0.25mg Tablet, Nindra 0.25mg Tablet, Alora 0.25mg Tablet, Exal 0.25mg Tablet",Benzodiazepines Derivative,NEURO CNS,Benzodiazepines,Yes
15165,alprac 0.5mg tablet,Anxiety,Treatment of Anxiety; Treatment of Panic disorder,"Drowsiness, Lightheadedness","Alprasafe 0.5mg Tablet, Alparazole 0.5mg Tablet, Alprazol 0.5mg Tablet, Texidep 0.5mg Tablet, Zolipax 0.5mg Tablet",Benzodiazepines Derivative,NEURO CNS,Benzodiazepines,Yes
4749,alpracad 0.25mg tablet,Anxiety,Treatment of Anxiety; Treatment of Panic disorder,"Drowsiness, Lightheadedness","Alltop 0.25mg Tablet, Alprasafe 0.25mg Tablet, Nindra 0.25mg Tablet, Alora 0.25mg Tablet, Exal 0.25mg Tablet",Benzodiazepines Derivative,NEURO CNS,Benzodiazepines,Yes
1591,alpracon 0.5mg tablet,Anxiety,Treatment of Anxiety; Treatment of Panic disorder,"Drowsiness, Lightheadedness","Alprasafe 0.5mg Tablet, Alparazole 0.5mg Tablet, Alprazol 0.5mg Tablet, Texidep 0.5mg Tablet, Zolipax 0.5mg Tablet",Benzodiazepines Derivative,NEURO CNS,Benzodiazepines,Yes
23442,alpraday 0.25mg tablet,Anxiety,Treatment of Anxiety; Treatment of Panic disorder,"Drowsiness, Lightheadedness","Alltop 0.25mg Tablet, Alprasafe 0.25mg Tablet, Nindra 0.25mg Tablet, Alora 0.25mg Tablet, Exal 0.25mg Tablet",Benzodiazepines Derivative,NEURO CNS,Benzodiazepines,Yes
29421,alpraday 0.5mg tablet,Anxiety,Treatment of Anxiety; Treatment of Panic disorder,"Drowsiness, Lightheadedness","Alprasafe 0.5mg Tablet, Alparazole 0.5mg Tablet, Alprazol 0.5mg Tablet, Texidep 0.5mg Tablet, Zolipax 0.5mg Tablet",Benzodiazepines Derivative,NEURO CNS,Benzodiazepines,Yes
21561,alpradol 0.25mg tablet md,Anxiety,Treatment of Anxiety; Treatment of Panic disorder,"Drowsiness, Lightheadedness",,Benzodiazepines Derivative,NEURO CNS,Benzodiazepines,Yes
20966,alpradol 0.5mg tablet,Anxiety,Treatment of Anxiety; Treatment of Panic disorder,"Drowsiness, Lightheadedness","Alprasafe 0.5mg Tablet, Alparazole 0.5mg Tablet, Alprazol 0.5mg Tablet, Texidep 0.5mg Tablet, Zolipax 0.5mg Tablet",Benzodiazepines Derivative,NEURO CNS,Benzodiazepines,Yes
19768,alpradon 0.25mg tablet,Anxiety,Treatment of Anxiety; Treatment of Panic disorder,"Drowsiness, Lightheadedness","Alltop 0.25mg Tablet, Alprasafe 0.25mg Tablet, Nindra 0.25mg Tablet, Alora 0.25mg Tablet, Exal 0.25mg Tablet",Benzodiazepines Derivative,NEURO CNS,Benzodiazepines,Yes
12396,alpradon 0.5mg tablet,Anxiety,Treatment of Anxiety; Treatment of Panic disorder,"Drowsiness, Lightheadedness","Alprasafe 0.5mg Tablet, Alparazole 0.5mg Tablet, Alprazol 0.5mg Tablet, Texidep 0.5mg Tablet, Zolipax 0.5mg Tablet",Benzodiazepines Derivative,NEURO CNS,Benzodiazepines,Yes
14033,alpradon 0.5mg tablet sr,Anxiety,Treatment of Anxiety; Treatment of Panic disorder,"Drowsiness, Lightheadedness","Hipose 0.5mg Tablet SR, Texidep 0.5mg Tablet SR, Zomark 0.5mg Tablet SR, Acoprax 0.5mg Tablet SR, Zolipax 0.5mg Tablet SR",Benzodiazepines Derivative,NEURO CNS,Benzodiazepines,Yes
13693,alpradon-p tablet,Anxiety, Anxiety disorder,"Cold extremities, Confusion, Drowsiness, Memory impairment, Nightmares, Slow heart rate, Tiredness, Uncoordinated body movements","Alltop P 0.25mg/20mg Tablet, Cardilax 0.25mg/20mg Tablet, Beloc Plus 0.25mg/20mg Tablet, Proprazolam 0.25 mg/20 mg Tablet, Zepro 0.25mg/20mg Tablet",,NEURO CNS,,Yes
15017,alpradream tablet,Anxiety,Treatment of Anxiety; Treatment of Panic disorder,"Drowsiness, Lightheadedness","Alprasafe 0.5mg Tablet, Alparazole 0.5mg Tablet, Alprazol 0.5mg Tablet, Texidep 0.5mg Tablet, Zolipax 0.5mg Tablet",Benzodiazepines Derivative,NEURO CNS,Benzodiazepines,Yes
28321,alpraf 0.25mg tablet,Anxiety,Treatment of Anxiety; Treatment of Panic disorder,"Drowsiness, Lightheadedness","Alltop 0.25mg Tablet, Alprasafe 0.25mg Tablet, Nindra 0.25mg Tablet, Alora 0.25mg Tablet, Exal 0.25mg Tablet",Benzodiazepines Derivative,NEURO CNS,Benzodiazepines,Yes
15805,alpraf 0.5mg tablet,Anxiety,Treatment of Anxiety; Treatment of Panic disorder,"Drowsiness, Lightheadedness","Alprasafe 0.5mg Tablet, Alparazole 0.5mg Tablet, Alprazol 0.5mg Tablet, Texidep 0.5mg Tablet, Zolipax 0.5mg Tablet",Benzodiazepines Derivative,NEURO CNS,Benzodiazepines,Yes
25449,alprahil 0.5mg tablet,Anxiety,Treatment of Anxiety; Treatment of Panic disorder,"Drowsiness, Lightheadedness","Alprasafe 0.5mg Tablet, Alparazole 0.5mg Tablet, Alprazol 0.5mg Tablet, Texidep 0.5mg Tablet, Zolipax 0.5mg Tablet",Benzodiazepines Derivative,NEURO CNS,Benzodiazepines,Yes
18141,alpram 0.25mg tablet,Anxiety,Treatment of Anxiety; Treatment of Panic disorder,"Drowsiness, Lightheadedness","Alltop 0.25mg Tablet, Alprasafe 0.25mg Tablet, Nindra 0.25mg Tablet, Alora 0.25mg Tablet, Exal 0.25mg Tablet",Benzodiazepines Derivative,NEURO CNS,Benzodiazepines,Yes
9326,alpram 0.5mg tablet,Anxiety,Treatment of Anxiety; Treatment of Panic disorder,"Drowsiness, Lightheadedness","Alprasafe 0.5mg Tablet, Alparazole 0.5mg Tablet, Alprazol 0.5mg Tablet, Texidep 0.5mg Tablet, Zolipax 0.5mg Tablet",Benzodiazepines Derivative,NEURO CNS,Benzodiazepines,Yes
